categoria,categoria_codigo,division,grupo,clase,subclase_codigo,subclase,nota
educacion,N,educacion,educacion de adultos y otros tipos de enseñanza,educacion de adultos y otros tipos de enseñanza,80906,ensenanza de idiomas,Enseñanza de idiomas
educacion,N,educacion,educacion de adultos y otros tipos de enseñanza,educacion de adultos y otros tipos de enseñanza,80907,ensenanza de informatica y computacion,Enseñanza de informática y computación
educacion,N,educacion,educacion de adultos y otros tipos de enseñanza,educacion de adultos y otros tipos de enseñanza,80908,ensenanza para personas discapacitadas,"La enseñanza de educación comercial, contable y secretariado, de servicios de enseñanza de holetería, confección, repostería, peluquería,  académica y profesional."
educacion,N,educacion,educacion de adultos y otros tipos de enseñanza,educacion de adultos y otros tipos de enseñanza,80909,otras ensenanzas ncp,"Instrucción impartida mediante programas de radio y televisión, correspondencia y otros medios de comunicación, actividades de enseñanza  a domicilio y/o particulares, etc. Esta sublclase no incluye: La enseñanza relacionada con deportes y juegos (véase 9"
servicios sociales comunales y personales,O,servicios sociales y de salud,servicios relacionadas con la salud humana,servicios hospitalarios,85110,servicios hospitalarios,"Las actividades de los hospitales generales y especializados, sanitarios,  fisioterapeutas, de forma independientes (véase 8519) odontológica y otras instituciones sanitarias, incluso los hospitales de base militares y de centros penitenciarios. Los servi"
servicios sociales comunales y personales,O,servicios sociales y de salud,servicios relacionadas con la salud humana,servicios medicos y odontologicos,85121,servicio de atencion medica en clinicas,"Las acividades de consultas médicas en establecimientos con internación en clínicas que prestan atención realizadas por médicos de medicina general,  especialistas y cirujanos. Consultorios de guardia para resolver urgencias médicas, vacunatorios, centros"
servicios sociales comunales y personales,O,servicios sociales y de salud,servicios relacionadas con la salud humana,servicios medicos y odontologicos,85122,servicios de consultas medicas,Las actividades de consulta y tratamiento de tipo general o especializado. Práctica médica realizada a pacientes externos o ambulatorios cuyos servicios deben pagarase por adelantado en consultorios privados.
servicios sociales comunales y personales,O,servicios sociales y de salud,servicios relacionadas con la salud humana,servicios medicos y odontologicos,85123,servicios de odontologia,"Las activiades de consulta y tratamiento especializado en odontología . Práctica médica realizada a pacientes externos o ambulatorios. Incluye departamentos odontológicos de las empresas de medicina prepagada, y consultorios privados. Las actividades odon"
servicios sociales comunales y personales,O,servicios sociales y de salud,servicios relacionadas con la salud humana,otros servicios relacionados con la salud humana excepto medicos,85191,servicios de laboratorios clinicos,"Las actividades de laboratorio médicos, banco de sangre, etc.Esta subclase no incluye: Los ensayos bromatológicos (véase 7422)."
servicios sociales comunales y personales,O,servicios sociales y de salud,servicios relacionadas con la salud humana,otros servicios relacionados con la salud humana excepto medicos,85192,servicios de centros radiologicos,Las actividades de centro de rayos X entomológicos
servicios sociales comunales y personales,O,servicios sociales y de salud,servicios relacionadas con la salud humana,otros servicios relacionados con la salud humana excepto medicos,85193,servicios de centros terapeuticos,"Las actividades de terapia mediante medio físicos(equipo de corriente eléctrica) y tratamiento de ejercicios, juegos,etc."
servicios sociales comunales y personales,O,servicios sociales y de salud,servicios relacionadas con la salud humana,otros servicios relacionados con la salud humana excepto medicos,85199,otros servicios relacionados con la salud humana ncp,"Todas las actividades relacionadas con la salud humana, no realizadas en hospitales o por doctores en medicina, si no por otro personal sanitario legalmente habilitado, para tratar pacientes, las activiades de enfermeras,  comadronas, u otros facultativos"
servicios sociales comunales y personales,O,servicios sociales y de salud,servicios veterinarios,servicios veterinarios,85200,servicios  veterinarios,"Las actividades de centro y cuidados médicos dispensados a animales domésticos y de compañia supervisados directamente por veterinarios, todas las actividaes clinicopatológicas relacionadas con animales; la actividades de veterinaria que requieren el uso "
servicios sociales comunales y personales,O,servicios sociales y de salud,actividades de servicios sociales,servicios sociales con alojamiento,85311,servicios de asistencia social a ninos con alojamiento,"Las actividades realizadas por turnos y destinadas a proprcionar asistencia y servicios sociales a menores: orfanatorio, hogares y albergues infantiles correccionales para menores, etc. Esta subclase no incluye: Los servicios de adopción (véase 8532)."
servicios sociales comunales y personales,O,servicios sociales y de salud,actividades de servicios sociales,servicios sociales con alojamiento,85312,servicios de asistencia social a jovenes con alojamiento,"Las actividades realizadas por turnos y destinadas a proporcionar asistencia  y servicos sociales a menores: orfanatorio, hogares y albergues infantiles, correcionales para jóvenes, etc. Esta subclase no incluye: Los servicios de adopción (véase 8532)."
servicios sociales comunales y personales,O,servicios sociales y de salud,actividades de servicios sociales,servicios sociales con alojamiento,85313,servicios de asistencia social a ancianos con alojamiento,"Las actividades destinadas a proporcionar asistencia social a los ancianos.Servicios prestados durante las 24 horas del día, hogares y asilos de ancianos"
servicios sociales comunales y personales,O,servicios sociales y de salud,actividades de servicios sociales,servicios sociales con alojamiento,85314,servicios de asistencia social a personas discapacitadas con alojamiento,"Las actividades destinadas a prestar asistencia social a personas con algún impedimentio para valerse por sí  mismas, enfermos física o  mentalmente incluidos los ciegos o sordomudos."
servicios sociales comunales y personales,O,servicios sociales y de salud,actividades de servicios sociales,servicios sociales con alojamiento,85315,servicios de asistencia social en centros de rehabilitacion,Las actividades destinadas a prestar asistencia social con alojamiento sin tratamiento médico a personas adictas a los estupefacientes o al alcohol.
servicios sociales comunales y personales,O,servicios sociales y de salud,actividades de servicios sociales,servicios sociales con alojamiento,85319,otros servicios de asistencia social con alojamiento ncp,"Las actividades de las instituciones que atienden a las madres solteras y  a sus hijos, a las mujeres que son objetos de malos tratos, de agresiones sexuales, etc., y en su caso a sus hijos. Las actividades de los albergues y centros de acogida para perso"
servicios sociales comunales y personales,O,servicios sociales y de salud,actividades de servicios sociales,servicios sociales sin alojamiento,85321,servicios sociales a ninos sin alojamiento,"Las actividades de guarderias y otras actividades de atención diurna  de menores y de menores aquejados de algún tipo de dicapacidad. Orientación de niños, adopción, prevención de tratos crueles a niños, etc."
